Sno,ID,Candidate,Constituency,Party,Criminal Cases,Education,Total Assets,Total Liabilities,Net Assets
3185,2298,Mangilal Nayak,BIKANER,National Unionist Zamindara Party,0,Graduate,1060000,0,1060000
3186,4204,Mangilal Urf Kranti Parivartan,MANDSOUR,BSP,0,Post Graduate,234900,0,234900
3187,1542,Mangleshwar Bhaiya,REWA,Naya Daur Party,0,12th Pass,760000,0,760000
3188,6181,Mangni Lal Mandal,JHANJHARPUR,RJD,3,Post Graduate,76950805,1654819,75295986
3189,5842,Mango Pundlik Pagare,JALGAON,Rashtravadi Janata Party,0,Doctorate,55000,30000,25000
3190,5075,Mangu Ram Sain,ALWAR,Akhil Bharatiya Congress Dal (Ambedkar),0,12th Pass,72000,0,72000
3191,249,Mani Charenamei,OUTER MANIPUR,IND,0,Graduate,11422552,1108000,10314552
3192,7076,Mani Shankar Aiyar,MAYILADUTHURAI,INC,0,Post Graduate,84319020,4526676,79792344
3193,7127,"Mani, P.",PERAMBALUR,IND,0,10th Pass,2163000,0,2163000
3194,7520,"Mani, S.V.",THENI,IND,0,8th Pass,956543,112054,844489
3195,7066,Mani.G.K,KRISHNAGIRI,Pattali Makkal Katchi,11,Graduate,4704309,0,4704309
3196,7529,Manickam Tagore,VIRUDHUNAGAR,INC,1,Graduate Professional,17292470,4953498,12338972
3197,7057,"Manickavasagam, A.",KARUR,IND,0,Graduate,8874100,0,8874100
3198,4991,Manik,FATEHPUR SIKRI,Lok Dal,0,10th Pass,372000,0,372000
3199,5376,Manik Dahariya,BILASPUR,IND,0,8th Pass,251500,150000,101500
3200,7034,Manikandan I.,KANNIYAKUMARI,IND,1,12th Pass,2000,0,2000
3201,5444,Manikkavel M R,TIRUVANNAMALAI,JD(S),0,10th Pass,1030000,0,1030000
3202,3856,Manikrao Madhavrao Bavne,BEED,SP,0,Post Graduate,39351000,80000,39271000
3203,4703,Manilal Mahto,DHANBAD,IND,0,12th Pass,750860,0,750860
3204,6176,Manilal Sahu,JHANJHARPUR,BSP,0,5th Pass,3001000,0,3001000
3205,7413,"Manimaran, M.",VELLORE,IND,0,8th Pass,0,0,0
3206,2897,Manish Katroliya,BHIND,BSP,0,Post Graduate,3179334,0,3179334
3207,396,Manish Kumar,NAWADA,IND,2,Graduate,1798755,428000,1370755
3208,1414,Manish Vinayakrao Telrandhe,WARDHA,IND,1,Graduate,4316000,162000,4154000
3209,6337,Manivannan N,DINDIGUL,IND,0,Post Graduate,920000,70000,850000
3210,7177,Manivasagam,RAMANATHAPURAM,IND,0,Graduate,900000,0,900000
3211,1917,Maniyangattil Sukumaran,THRISSUR,IND,0,Literate,281000,0,281000
3212,7718,Manjeet Kaur W/O Sukhdev Singh,JALANDHAR,IND,0,5th Pass,3857563,1826097,2031466
3213,2004,Manjeet Singh,SIRSA,IND,0,5th Pass,710000,0,710000
3214,1353,Manjeet Singh,EAST DELHI,IND,0,Graduate Professional,143000,60000,83000
3215,7719,Manjit Kaur W/O Sukhwinder Singh,JALANDHAR,IND,0,Graduate,2582974,0,2582974
3216,28,Manju Chhibber,EAST DELHI,RPI(A),0,Graduate,31380000,0,31380000
3217,3142,Manju Devi,NAGINA,Lok Dal,0,10th Pass,266013,0,266013
3218,2680,Manju Devi,JAHANABAD,Krantikari Vikas Dal,1,Literate,1110000,0,1110000
3219,1245,Manju Kumari,KODARMA,AITC,0,Post Graduate,2598000,0,2598000
3220,2611,Manju. A.,HASSAN,INC,0,Graduate Professional,165271740,1131586,164140154
3221,3777,Manjunatha,HASSAN,Bharatiya Dr. B.R.Ambedkar Janta Party,0,5th Pass,150000,0,150000
3222,2235,Manjunatha G,UDUPI CHIKMAGALUR,IND,0,12th Pass,0,0,0
3223,4836,Manjur Alahi Munshi,MALDAHA DAKSHIN,IND,0,10th Pass,4835000,0,4835000
3224,7578,"Manmathan,M.",TENKASI,IND,0,8th Pass,607100,89100,518000
3225,3986,Mannu Lal Parganiha,DURG,Chhattisgarh Swabhiman Manch,0,8th Pass,3912484,0,3912484
3226,4761,Manohar Ahiriya,DEWAS,IND,0,12th Pass,985000,0,985000
3227,1119,Manohar Baliram Sonone,AMRAVATI,IND,1,12th Pass,5006000,1705000,3301000
3228,4025,Manohar Sinku,SINGHBHUM,BSP,0,Graduate,2228000,0,2228000
3229,1779,Manohar Tirkey,ALIPURDUARS,Revolutionary Socialist Party,0,10th Pass,10594756,0,10594756
3230,4178,Manohar Untwal,DEWAS,BJP,0,12th Pass,6336490,1448086,4888404
3231,1093,Manohar.H.Ayyannavar,BANGALORE NORTH,IND,0,Graduate Professional,12862871,0,12862871
3232,1805,Manoharan K,KASARAGOD,IND,2,Graduate,171100,0,171100
3233,7138,Manoharan.M,POLLACHI,BSP,0,Graduate Professional,2602000,0,2602000
3234,835,Manoj Choudhury,BERHAMPUR,AITC,0,10th Pass,163000,0,163000
3235,1270,Manoj Kumar,ROHTAK,BSP,0,12th Pass,13590000,0,13590000
3236,1261,Manoj Kumar,PALAMAU,RJD,1,Graduate,8357000,2350000,6007000
3237,1252,Manoj Kumar,KODARMA,IND,0,Post Graduate,8410000,10000,8400000
3238,2052,Manoj Kumar,SONIPAT,IND,0,Graduate Professional,5915698,685000,5230698
3239,7840,Manoj Kumar,SANGRUR,IND,0,Graduate Professional,3406000,0,3406000
3240,5541,Manoj Kumar,JALAUN,Bharatiya Republican Paksha,0,8th Pass,105000,0,105000
3241,629,Manoj Kumar Manjhi,JAMUI,IND,0,12th Pass,121000,150000,0
3242,7797,Manoj Kumar Monga,FIROZPUR,IND,0,Not Given,377500,0,377500
3243,6047,Manoj Kumar Pandey,HOWRAH,INC,2,Graduate,4421059,0,4421059
3244,4740,Manoj Kumar Ray,GODDA,IND,0,10th Pass,50500,0,50500
3245,4405,Manoj Kumar Soni,HATHRAS,BSP,0,Post Graduate,130780329,3900000,126880329
3246,4825,Manoj Kumar Yadav,VIDISHA,SP,0,Post Graduate,3545837,740000,2805837
3247,5111,Manoj Rajoria,KARAULI-DHOLPUR,BJP,0,12th Pass,28636113,3277324,25358789
3248,5730,Manoj Singh,LUCKNOW,IND,1,Post Graduate,27343000,0,27343000
3249,66,Manoj Tiwari,NORTH EAST DELHI,BJP,0,Post Graduate,199483924,34645630,164838294
3250,2085,Manoj Yadav,GURGAON,IND,0,12th Pass,3298000,1450000,1848000
3251,239,Manorom Gogoi,JORHAT,AAP,0,Post Graduate,6659665,1647593,5012072
3252,5265,Manowar Alam,KISHANGANJ,Janta Dal Rashtravadi,0,12th Pass,465813,215,465598
3253,7777,Manpreet Singh,FATEHGARH SAHIB,IND,0,10th Pass,150000,0,150000
3254,7750,Manpreet Singh Ayali,LUDHIANA,SAD,0,12th Pass,191314896,5122189,186192707
3255,7801,Manpreet Singh Badal S/O Gurdas Singh,BATHINDA,INC,0,Graduate Professional,421140137,42757722,378382415
3256,6118,Manpreet Singh Badal S/O Gurdev Singh,BATHINDA,IND,0,10th Pass,740000,0,740000
3257,4732,Manraj,GODDA,BSP,0,Post Graduate,22084558,0,22084558
3258,2442,Manshankar Ninama,BANSWARA,BJP,0,8th Pass,4040285,870146,3170139
3259,6713,Mansharam Gautam,MISRIKH,CPI(ML)L,0,8th Pass,1756000,0,1756000
3260,799,Mansid Ekka,SUNDARGARH,IND,2,12th Pass,630000,280000,350000
3261,7648,Mansinh Shivubha Zala,SURENDRANAGAR,IND,0,5th Pass,801500,0,801500
3262,4492,Mansoor Alam,PURNIA,SP,0,12th Pass,7196656,600000,6596656
3263,6523,Mansukh Sundaraji Dhokai,PORBANDAR,AAP,0,Graduate,11801815,0,11801815
3264,4581,Mansukhbhai Dhanjibhai Vasava,BHARUCH,BJP,0,Post Graduate,6571062,639000,5932062
3265,6613,Mansuri Mukhatyar Mohammad,PANCHMAHAL,IND,2,10th Pass,698000,0,698000
3266,4716,Mantosh Kumar Mandal,DHANBAD,Amra Bangalee,0,Post Graduate,2025930,0,2025930
3267,530,Mantu Saikia,KALIABOR,IND,0,10th Pass,5575521,6168003,0
3268,3367,Manuel Sabino D'Souza,MAVAL,IND,0,Graduate,647000,0,647000
3269,7936,Manupuri Daya Sagar,NALGONDA,Pyramid Party of India,0,Graduate,1189058,0,1189058
3270,5599,Manyar Shai. Sajid Shai. Kadar,RAVER,Minorities Democratic Party,0,Graduate,42000,0,42000
3271,1962,Manzoor Thengana,PATHANAMTHITTA,SDPI,1,Others,43900000,0,43900000
3272,174,Maraganna Hunnur,BIJAPUR,IND,0,Graduate,375000,0,375000
3273,7006,Maragatham K,KANCHEEPURAM,AIADMK,0,12th Pass,18949050,4468600,14480450
3274,7014,Maragatham M,KANCHEEPURAM,IND,0,8th Pass,122000,0,122000
3275,46,Maratha Virender Verma,KARNAL,BSP,0,Graduate Professional,96600000,0,96600000
3276,6844,Maredu Gopal,NAGARKURNOOL,Yuvajana Sramika Rythu Congress Party,0,Graduate,5455000,950000,4505000
3277,7521,"Mariappan, S.K.",THENI,IND,2,Graduate,240000,32000,208000
3278,7961,Marikanti Vasudasu,KHAMMAM,IND,0,12th Pass,4000000,150000,3850000
3279,7548,Marimuthu,VIRUDHUNAGAR,IND,0,10th Pass,280000,0,280000
3280,6896,Marimuthu. P,CHENNAI NORTH,IND,0,5th Pass,3861000,120000,3741000
3281,6897,Mariraj. T.R,CHENNAI NORTH,IND,0,8th Pass,35000,0,35000
3282,860,Marpalli Ramiah Vasudeva,DAKSHINA KANNADA,AAP,0,Post Graduate,15692369,0,15692369
3283,4555,Marri Durgesh,ZAHIRABAD,RPI(A),0,Illiterate,144000,0,144000
3284,4545,Marri Nehemiah,NALGONDA,IND,0,12th Pass,564168,0,564168
3285,5943,Martis Clifard Lorence,MUMBAI SOUTH CENTRAL,IND,0,Graduate Professional,7515805,126000,7389805
3286,7320,Maru Manharbhai Valjibhai,BHAVNAGAR,IND,0,10th Pass,148000,0,148000
3287,7041,"Maruthaiveeran, V.",KARUR,BSP,0,Illiterate,21000,0,21000
3288,7128,"Marutharaj, P.",PERAMBALUR,IND,0,8th Pass,930000,180000,750000
3289,2123,Maruti,RAICHUR,National Development Party,0,Graduate Professional,50000,0,50000
3290,2189,Maruti Ramappa Hanasi,DHARWAD,IND,0,Graduate,2243000,230000,2013000
3291,7149,Mary Stella. M,POLLACHI,IND,0,8th Pass,6658000,2625000,4033000
3292,7377,"Masilamani, R. (Dr).",SRIPERUMBUDUR,MDMK,0,Post Graduate,20199073,0,20199073
3293,5698,Mass Ganesh A,SALEM,Thrinamool Tamil Nadu Congress,0,10th Pass,275100,0,275100
3294,3086,Massarrat Warsi,BAREILLY,CPI,0,12th Pass,983000,0,983000
3295,2483,Master Bhaira Ram Meghwal,BARMER,IND,0,Graduate,20000,0,20000
3296,3920,Master Sajid Siddiqui,BHOPAL,SDPI,0,Graduate Professional,3148467,0,3148467
3297,2059,Master Sher Singh,BHIWANI-MAHENDRAGARH,CPI(M),0,Graduate Professional,12962284,500926,12461358
3298,3826,Masudul Islam,MURSHIDABAD,SDPI,0,8th Pass,1046590,0,1046590
3299,7221,Matchindra Hanumantrao Chate,MUMBAI NORTH EAST,BSP,1,Graduate Professional,48299405,5348951,42950454
3300,5827,Mate Bharat Kisan,DINDORI,Bahujan Mukti Party,0,Post Graduate,4920887,1001402,3919485
3301,218,Mate Manohar Alias Mama,BHANDARA-GONDIYA,IND,0,8th Pass,191077,0,191077
3302,1963,Mathew Parey,PATHANAMTHITTA,IND,0,Graduate Professional,200000,0,200000
3303,308,Mathew T Thomas,KOTTAYAM,JD(S),4,Graduate Professional,10379737,649181,9730556
3304,5553,Maulana Mohammad,JHANSI,Peace Party,0,Others,5108500,250000,4858500
3305,4370,Mausam Noor,MALDAHA UTTAR,INC,0,Graduate Professional,9778222,28534,9749688
3306,2605,Maxim Pinto,DAKSHINA KANNADA,IND,0,10th Pass,25265000,5500000,19765000
3307,5909,Mayank Ramesh Gandhi,MUMBAI NORTH WEST,AAP,0,Graduate,31416461,18016075,13400386
3308,6344,Mayilsamy K,ERODE,IND,0,Graduate,365500,20000,345500
3309,984,Md Afaq,CHANDNI CHOWK,Jai Maha Bharath Party,0,5th Pass,4374000,0,4374000
3310,5267,Md Akhtar Ali,PURNIA,IND,0,Literate,110551,0,110551
3311,5233,Md Aslam Beg,ARARIA,Janta Dal Rashtravadi,1,12th Pass,15000,63733,0
3312,4841,Md Ezaruddin,MALDAHA DAKSHIN,Jamat-E-Seratul Mustakim,0,Post Graduate,542142,0,542142
3313,4839,Md Faruque Hossain,MALDAHA DAKSHIN,IUML,0,Post Graduate,3143672,424909,2718763
3314,1253,Md Jalil Ansari,KODARMA,National Loktantrik Party,0,Illiterate,541600,0,541600
3315,6210,Md Osman,HYDERABAD,IND,2,5th Pass,977524,0,977524
3316,4113,Md Shahid Akhtar,PURNIA,Bahujan Mukti Party,0,Graduate,5457339,0,5457339
3317,5270,Md Shamsher Alam,PURNIA,JMM,1,12th Pass,6135336,300000,5835336
3318,6161,Md Tanveer Hasan,BEGUSARAI,RJD,1,Doctorate,10956399,600000,10356399
3319,4521,Md Yunus Miya,CHEVELLA,Marxist Communist Party of India (United),0,Illiterate,537000,0,537000
3320,6164,Md. Ali Ashraf Fatmi,DARBHANGA,RJD,0,Post Graduate,16036505,0,16036505
3321,1140,Md. Ali Hussain,SAMBALPUR,IND,0,12th Pass,9030000,4420000,4610000
3322,2914,Md. Ateek,BHOPAL,Prajatantrik Samadhan Party,0,Post Graduate,663000,0,663000
3323,560,Md. Dilbas Ansari,KARAKAT,IND,0,Post Graduate,70000,0,70000
3324,4865,Md. Dilir Khan,BARPETA,IND,0,Graduate,187306,0,187306
3325,6177,Md. Faiyaz Khan,JHANJHARPUR,Janta Dal Rashtravadi,0,Post Graduate,26805000,0,26805000
3326,3989,Md. Ginnatulla Sk,JANGIPUR,Jamat-E-Seratul Mustakim,0,Post Graduate,190721,0,190721
3327,6018,Md. Harun,BARDHAMAN-DURGAPUR,BSP,0,8th Pass,26000,0,26000
3328,3330,Md. Iliyas Md. Amir Maniyar,PARBHANI,Bharipa Bahujan Mahasangh,0,Graduate,15000,82800,0
3329,5258,Md. Iqbal Ahmad,KATIHAR,Samajwadi Janata Party (Rashtriya),2,Others,2827500,0,2827500
3330,2684,Md. Istiyak,JAHANABAD,AITC,2,Graduate Professional,9481904,0,9481904
3331,4738,Md. Jenul,GODDA,Bahujan Mukti Party,1,Graduate Professional,3280000,0,3280000
3332,4375,Md. Khodabox Sekh,MURSHIDABAD,Welfare Party Of India,0,Graduate,1915000,0,1915000
3333,4359,Md. Moazzem Hossain,MALDAHA DAKSHIN,AITC,0,Post Graduate,8580219,0,8580219
3334,4374,Md. Najmul Hoque,MURSHIDABAD,AIUDF,0,Post Graduate,1267080,0,1267080
3335,4365,Md. Najrul Islam,MALDAHA DAKSHIN,AIUDF,0,Others,1225345,0,1225345
3336,4741,Md. Noor Hassan,GODDA,Samata Party,3,Graduate,203000,0,203000
3337,3825,Md. Nurul Islam,MALDAHA UTTAR,Welfare Party Of India,0,Graduate Professional,12148752,0,12148752
3338,3821,Md. Sahabuddin,JANGIPUR,SDPI,2,Post Graduate,1407507,30000,1377507
3339,4380,Md. Salim,RAIGANJ,CPI(M),0,Post Graduate,7868013,0,7868013
3340,6056,Md. Shanawaz,SREERAMPUR,SUCI(C),0,Post Graduate,6172295,300000,5872295
3341,5257,Md. Tariq Anwar,KATIHAR,IND,0,12th Pass,113000,0,113000
3342,4431,Md. Zakir Hussain,GAUHATI,IND,0,12th Pass,1823905,0,1823905
3343,4709,Md. Zubair,DHANBAD,All India Minorities Front,0,Graduate,659395,0,659395
3344,4485,Md.Naushad,KISHANGANJ,BSP,0,8th Pass,370000,316000,54000
3345,3289,Md.Samim Aktar,KENDRAPARA,AAP,0,Graduate Professional,850000,0,850000
3346,7333,Meda Jagdishbhai Manilal,DAHOD,Bharatiya National Janta Dal,0,8th Pass,67000,0,67000
3347,4528,Medarametla Rama Rao,KHAMMAM,Pyramid Party of India,0,12th Pass,680000,0,680000
3348,7227,Medha Patkar,MUMBAI NORTH EAST,AAP,9,Post Graduate,209226,0,209226
3349,6642,Medi Lal,BARABANKI,Bahujan Mukti Party,0,12th Pass,161000,0,161000
3350,2647,Meena,ARRAH,JD(U),0,Graduate,90737486,6915766,83821720
3351,4807,Meena Devid,RATLAM,IND,0,12th Pass,418377,0,418377
3352,5773,Meena Rawat,MOHANLALGANJ,Naitik Party,0,12th Pass,50000,0,50000
3353,1326,Meena Singla,NEW DELHI,Poorvanchal Rashtriya Congress,0,Graduate,13840344,517041,13323303
3354,4202,Meenakshi Natarajan,MANDSOUR,INC,1,Post Graduate,4682146,234415,4447731
3355,4801,Meenakshi Pande,MANDSOUR,IND,0,8th Pass,100548,0,100548
3356,7509,"Meenakshi Sundaram, G.K.",THENI,SP,0,12th Pass,6504269,892475,5611794
3357,7573,Meenashisundaravadivel.T.,TENKASI,CPI(ML) Red Star,2,10th Pass,5000,0,5000
3358,5912,Meera Ashish Sanyal,MUMBAI SOUTH,AAP,0,Post Graduate,509461553,13849761,495611792
3359,6722,Meera Devi,MOHANLALGANJ,Mahila Swabhiman Party,0,Graduate,611600,0,611600
3360,7679,Meesala Raji Reddy,KARIMNAGAR,Yuvajana Sramika Rythu Congress Party,0,5th Pass,3150000,0,3150000
3361,1175,Meganada Sabar,KORAPUT,CPI(ML)L,0,10th Pass,200000,0,200000
3362,7482,Megaraj Mallar,SIVAGANGA,IND,0,8th Pass,0,0,0
3363,4319,Megh Singh,FATEHPUR SIKRI,Peace Party,0,12th Pass,6930000,412000,6518000
3364,946,Meghe Sagar Dattatraya,WARDHA,INC,0,Graduate,340138817,118145553,221993264
3365,2447,Meghraj Tawar,UDAIPUR,CPI,0,10th Pass,1405000,0,1405000
3366,1073,Mehaboobsab Pathan,HAVERI,IND,0,5th Pass,8300000,150000,8150000
3367,879,Mehar Manav Bhagat,JAMMU,Bharatiya Bahujan Party,0,Graduate Professional,32000,0,32000
3368,4477,Mehboob Alam,KATIHAR,CPI(ML)L,11,12th Pass,1215962,0,1215962
3369,3927,Mehboob Khan,BHOPAL,IND,0,Graduate,6959000,525000,6434000
3370,4146,Mehbooba Mufti,ANANTNAG,JKPDP,1,Graduate Professional,5200000,0,5200000
3371,7212,Meher A. Mallick,MUMBAI NORTH CENTRAL,Bahujan Mukti Party,0,Post Graduate,13859021,40000,13819021
3372,3447,Mehmooda Begam Abbasi,JODHPUR,IND,0,Literate,1795520,0,1795520
3373,5326,Mehta Rahul Chimanlal,GANDHINAGAR,IND,0,Post Graduate,48200000,0,48200000
3374,5325,Mehta Rituraj Gautamchand,GANDHINAGAR,AAP,0,Graduate,257990872,185565236,72425636
3375,4583,Mehta Yashvantray Odhavjibhai,BHAVNAGAR,IND,0,Post Graduate,3013000,0,3013000
3376,5291,Mehulbhai Himatbhai Sukhadia,AMRELI,IND,0,Graduate Professional,3147975,518262,2629713
3377,362,Meira Kumar,SASARAM,INC,0,Post Graduate,384751309,0,384751309
3378,6826,Meka Subba Rao,MEDAK,IND,0,Graduate,710000,25000,685000
3379,7350,Mekani Amadbhai Noormamdbhai,JAMNAGAR,IND,0,Literate,2461000,0,2461000
3380,220,Meshram Dnyaneshwar Tukaram,YAVATMAL-WASHIM,IND,0,Graduate,133000,39060,93940
3381,7948,Metla Papaiah,MAHABUBABAD,IND,0,Graduate Professional,4470000,0,4470000
3382,7262,Mev Atikbhai Abdulrahim,AHMEDABAD EAST,IND,0,10th Pass,1290000,150000,1140000
3383,7265,Mevada Jayantibhai Jethalal,AHMEDABAD WEST,AAP,0,Graduate Professional,84742785,16546028,68196757
3384,426,Mewa Singh,SIRSA,IND,0,5th Pass,5696200,0,5696200
3385,3211,Mewaram,SHAHJAHANPUR,Naitik Party,0,12th Pass,2116552,0,2116552
3386,3538,Mhamane Anil Subhash,KOLHAPUR,IND,1,Post Graduate,4920000,1282195,3637805
3387,5864,Mhaske Dilip Datta,JALNA,AAP,0,Post Graduate,766000,0,766000
3388,6423,Michael Daniel Ovelz,SECUNDERABAD,IND,0,Graduate,0,0,0
3389,4846,Milan Das,MALDAHA UTTAR,SP,0,12th Pass,5502108,1201557,4300551
3390,7198,Milind Shankar Repe,MUMBAI NORTH,IND,0,Graduate,13498923,0,13498923
3391,3690,Milindraje Digambar Bhosale,SHIRUR,IND,0,10th Pass,3274,0,3274
3392,6781,Mina Devi,MADHEPURA,IND,0,Literate,18581662,400000,18181662
3393,4797,Minakshi Chouhan,MANDSOUR,IND,0,12th Pass,65000,0,65000
3394,7205,Minakshi Mukund Jadhav,MUMBAI NORTH CENTRAL,IND,0,5th Pass,21300,0,21300
3395,4372,Minara Khatun,MALDAHA UTTAR,Hindustan Krantikari Dal,0,10th Pass,1172926,0,1172926
3396,6062,Minati Sarkar,ULUBERIA,SUCI(C),0,Post Graduate,275942,0,275942
3397,2739,Minendra Kumar Singh,PATALIPUTRA,IND,0,Others,1867902,0,1867902
3398,5566,Mirja Mukarram Baig,FIROZABAD,IND,0,8th Pass,1000,0,1000
3399,2820,Mirnal Kanti Dev,GIRIDIH,Socialist Party (Lohia),0,12th Pass,331000,0,331000
3400,7615,Mirza Afsar Beg,JALNA,Welfare Party Of India,0,5th Pass,1756142,0,1756142
3401,4148,Mirza Mehboob Beg,ANANTNAG,JKNC,0,Graduate Professional,10710000,0,10710000
3402,6808,Mirza Sajad Hussain Beigh,SRINAGAR,IND,0,8th Pass,60000,0,60000
3403,2130,Mirza Shafee Baig,BIDAR,IND,0,8th Pass,0,0,0
3404,1458,Mirza Vahed Beg Ahmadbeg,BHANDARA-GONDIYA,IND,0,12th Pass,1513581,0,1513581
3405,2746,Misha Bharti,PATALIPUTRA,RJD,1,Graduate Professional,47634901,0,47634901
3406,2503,Miss Patal Kanya Jamatia,TRIPURA EAST,IND,0,Post Graduate,30000,0,30000
3407,1242,Mister Alam Asrafee,CHATRA,Rashtriya Jankranti Morcha,0,Graduate,911000,0,911000
3408,6586,Mistry Madhusadan Devram,VADODARA,INC,1,Post Graduate,31759626,480000,31279626
3409,2843,Mithalesh Kumar Mahto,HAZARIBAGH,AAP,1,Doctorate,8251000,0,8251000
3410,3208,Mithilesh Kumar,SHAHJAHANPUR,SP,0,Graduate,28206768,7242790,20963978
3411,6254,Mithilesh Kumar Rajak,SAMASTIPUR,IND,0,Graduate,2540933,25000,2515933
3412,5239,Mithilesh Kumar Singh,BANKA,National Loktantrik Party,0,10th Pass,1986983,0,1986983
3413,531,Mithual Kumar,KALIABOR,AIFB,0,8th Pass,1630000,0,1630000
3414,1982,Mittu Mujavar,NORTH GOA,IND,0,12th Pass,6871000,1121500,5749500
3415,4308,Mo Tamajid,FARRUKHABAD,Peace Party,0,5th Pass,350000,0,350000
3416,2390,Mo. Hafiz Khan Varasi,JAIPUR,IND,0,8th Pass,75000,0,75000
3417,2437,Mo. Imtiyaz,CHITTORGARH,IND,0,8th Pass,1756000,0,1756000
3418,5221,Mo. Ismile Jumman,DHULE,IND,1,5th Pass,79000,0,79000
3419,6622,Mo. Sageer,BANDA,Peace Party,0,10th Pass,3594500,0,3594500
3420,2842,Mo. Shanul Haque,HAZARIBAGH,IUML,0,12th Pass,194500,0,194500
3421,2846,Mobin Khan,JAMSHEDPUR,IND,0,12th Pass,2865000,117000,2748000
3422,3729,Modi Saifulla,BANGALORE CENTRAL,IND,0,5th Pass,285000,0,285000
3423,1756,Mohamad Adeeb,BIJNOR,Rashtrawadi Samaj Party,0,Post Graduate,26241383,0,26241383
3424,7373,"Mohamed Abbas, S. Thiru",SRIPERUMBUDUR,BSP,0,Graduate,200000,0,200000
3425,7157,Mohamed Jaleel .S,RAMANATHAPURAM,DMK,0,Graduate Professional,294761445,47707836,247053609
3426,6898,Mohamed Majasuddin,CHENNAI NORTH,IND,0,8th Pass,3709219,3800000,0
3427,7522,"Mohamed Miakhan, P.",THENI,IND,0,5th Pass,1064000,0,1064000
3428,7591,Mohamed Mubarak.V.M.S,TIRUNELVELI,SDPI,1,Graduate,660000,0,660000
3429,4776,Mohamed Tanvir,INDORE,IND,0,5th Pass,10000,0,10000
3430,7192,Mohammad Akhtar Mehboob Shaikh,MUMBAI NORTH,Prabuddha Republican Party,0,8th Pass,2515000,0,2515000
3431,4850,Mohammad Ali,MURSHIDABAD,AITC,1,Post Graduate,16756495,0,16756495
3432,2323,Mohammad Ali Khan,CHURU,Bahujan Sangharshh Dal,0,Literate,3107000,1394000,1713000
3433,5281,Mohammad Amanullah,SUPAUL,IUML,0,Graduate,1000,0,1000
3434,6747,Mohammad Amir Khan,UNNAO,IND,0,8th Pass,110500,0,110500
3435,6194,Mohammad Arshad Hussain,MADHEPURA,Peace Party,0,Others,1442500,0,1442500
3436,7616,Mohammad Asad Shaikh Ahemad,JALNA,Minorities Democratic Party,0,8th Pass,4523000,442455,4080545
3437,3085,Mohammad Aslam,BAREILLY,Peace Party,0,Graduate Professional,720729,0,720729
3438,6727,Mohammad Asraf,RAE BARELI,VANCHITSAMAJ INSAAF PARTY,0,Post Graduate,15897212,650000,15247212
3439,4488,Mohammad Asrarul Haque,KISHANGANJ,INC,2,Post Graduate,4616629,0,4616629
3440,4487,Mohammad Gulab Siddiqui,KISHANGANJ,Loktantrik Janata Party (Secular),0,8th Pass,296809,0,296809
3441,4108,Mohammad Hamid Mobarak,KATIHAR,AITC,0,Graduate,2677359,0,2677359
3442,3008,Mohammad Hanif Qurashi,SAGAR,IND,1,Literate,2850500,0,2850500
3443,4775,Mohammad Imtiyaz Khan,INDORE,IND,0,Graduate,338000,0,338000
3444,1017,Mohammad Jahid Husain,NAWADA,AITC,0,Graduate,1657448,0,1657448
3445,6159,Mohammad Javed,BEGUSARAI,IND,0,Literate,139052,0,139052
3446,5511,Mohammad Javed,FATEHPUR,Nav Bharat Democratic Party,0,12th Pass,6539000,700000,5839000
3447,7759,Mohammad Maksood Ansari,LUDHIANA,Bahujan Mukti Party,0,Literate,10400000,2950000,7450000
3448,6813,Mohammad Maqbool Malik,SRINAGAR,JKNPP,0,10th Pass,20000,600000,0
3449,1759,Mohammad Moosa,BIJNOR,Peace Party,0,Graduate,8740204,0,8740204
3450,6820,Mohammad Shafi Guroo,SRINAGAR,IND,0,8th Pass,30550000,500000,30050000
3451,991,Mohammad Shakeel Saifi,EAST DELHI,BSP,1,Literate,29743591,458360,29285231
3452,4689,Mohammad Shrif,ANANTNAG,BSP,0,Graduate Professional,2327215,0,2327215
3453,6798,Mohammad Sirajuddin Sekh,HOWRAH,Gareeb Aadmi Party,0,8th Pass,3753226,0,3753226
3454,4111,Mohammad Wasiqur Rahman,KISHANGANJ,IUML,2,12th Pass,4830500,166000,4664500
3455,4687,Mohammad Yaqoob Rather,ANANTNAG,All Jammu and Kashmir Republican Party,0,8th Pass,11450000,500000,10950000
3456,7698,Mohammed Amjad Mohiuddin,KARIMNAGAR,IND,1,Graduate,670000,0,670000
3457,4251,Mohammed Azharuddin,TONK-SAWAI MADHOPUR,INC,0,Graduate,97334682,9901034,87433648
3458,21,Mohammed Faizal.P.P,LAKSHADWEEP,NCP,3,Post Graduate,538119,0,538119
3459,1350,Mohammed Naeem,EAST DELHI,IND,1,10th Pass,2314000,59000,2255000
3460,3740,Mohammed Qutbuddin,BANGALORE NORTH,IND,0,10th Pass,465000,0,465000
3461,7211,Mohammed Rafik Hussain Shaikh,MUMBAI NORTH CENTRAL,National Loktantrik Party,0,5th Pass,1660000,0,1660000
3462,3755,Mohammed Rafiq,BIDAR,IND,0,5th Pass,50000,0,50000
3463,6429,Mohammed Rizwan Hussain,SECUNDERABAD,IND,0,10th Pass,154500,0,154500
3464,662,Mohammed Yamin,MUZAFFARNAGAR,AAP,0,10th Pass,13243000,0,13243000
