Sno,ID,Candidate,Constituency,Party,Criminal Cases,Education,Total Assets,Total Liabilities,Net Assets
2902,6251,Lal Bahadur Sada,SAMASTIPUR,CPI(M),6,10th Pass,2077500,0,2077500
2903,1548,Lal Bahadur Singh,SIDHI,Samata Samadhan Party,0,10th Pass,312000,0,312000
2904,2760,Lal Bahadur Singh Patel,PATNA SAHIB,Krantikari Vikas Dal,1,10th Pass,830000,0,830000
2905,870,Lal Chand,BHIWANI-MAHENDRAGARH,Republican Backward Congress,0,Graduate,11484000,0,11484000
2906,755,Lal Das,JABALPUR,GGP,0,10th Pass,8070000,130000,7940000
2907,4012,Lal Jotindra Dev,RANCHI,Akhil Bhartiya Jharkhand Party,0,Post Graduate,7216000,0,7216000
2908,4596,Lal Krishna Advani,GANDHINAGAR,BJP,1,Graduate Professional,75915276,0,75915276
2909,482,Lal Say Kumar Bhagat,LOHARDAGA,CPI(ML)L,0,12th Pass,1319000,0,1319000
2910,4933,Lal Singh Tomar,AKBARPUR,SP,6,Post Graduate,42832429,12923479,29908950
2911,1562,Lala Kol,SHAHDOL,IND,0,8th Pass,130100,2000,128100
2912,4813,Lalchand,UJJAIN,IND,0,12th Pass,5915000,0,5915000
2913,1258,Laldev Ram,PALAMAU,Bahujan Mukti Party,0,12th Pass,7293888,0,7293888
2914,3695,Lalit Babar,SOLAPUR,AAP,0,Graduate,3798836,0,3798836
2915,1614,Lalit Chauhan,MUZAFFARNAGAR,JD(U),0,12th Pass,685000,0,685000
2916,5848,Lalit Gaurishankar Sharma,JALGAON,IND,0,10th Pass,1425150,150000,1275150
2917,866,Lalit Kumar,BHIWANI-MAHENDRAGARH,AAP,0,Graduate Professional,8922356,4625841,4296515
2918,5402,Lalit Kumar Patel,RAIPUR,IND,0,Graduate Professional,50000,0,50000
2919,2099,Lalit Mittal,FARIDABAD,IND,0,Post Graduate,4295126,0,4295126
2920,2246,Lalit Mohon Suklabaidya,KARIMGANJ,INC,2,Post Graduate,11328972,0,11328972
2921,3029,Lalit Singha,DARJEELING,Bahujan Mukti Party,0,8th Pass,269500,0,269500
2922,1967,Lalitha Malayalappuzha,PATHANAMTHITTA,IND,0,10th Pass,110000,0,110000
2923,7414,"Lalitha, K.",VELLORE,IND,0,10th Pass,470000,0,470000
2924,2657,Lallan Rup Narayan Pathak,BUXAR,IND,0,Doctorate,7750000,0,7750000
2925,2943,Lalli Ram Rai,GUNA,IND,0,Illiterate,131000,0,131000
2926,2730,Lallu Ram,NALANDA,Bahujan Mukti Party,0,Literate,61000,0,61000
2927,1164,Lambodar Kanhar,KANDHAMAL,IND,2,Graduate Professional,1303200,38000,1265200
2928,1010,Lamlalmoi@ Momoi Gangte,OUTER MANIPUR,CPI(ML)L,0,Graduate,800000,0,800000
2929,536,Lamminlien Gangte,OUTER MANIPUR,JD(U),0,Illiterate,5177000,0,5177000
2930,2721,Lata Sinha,NALANDA,IND,0,Post Graduate,2330367,64000,2266367
2931,7643,Lataben Ashokkumar Dwivedi,NAVSARI,IND,0,10th Pass,1794000,75000,1719000
2932,1138,Lawrencia Lakra,SUNDARGARH,IND,0,12th Pass,1500,0,1500
2933,2098,Laxman,FARIDABAD,IND,0,Not Given,127600,0,127600
2934,2463,Laxman,RAJSAMAND,Jai Maha Bharath Party,0,5th Pass,397073,18000,379073
2935,3486,Laxman Bhanudas Sonale,AHMEDNAGAR,IND,0,Graduate,3309077,0,3309077
2936,2452,Laxman Bhil,UDAIPUR,BSP,0,5th Pass,277900,0,277900
2937,7949,Laxman Bukya,MAHABUBABAD,IND,0,5th Pass,2360000,0,2360000
2938,2887,Laxman Giluwa,SINGHBHUM,BJP,4,12th Pass,8094301,108145,7986156
2939,4126,Laxman Lal Kaiwart,KORBA,Chhattisgarhiya Party,0,12th Pass,127580,0,127580
2940,6599,Laxmanbhai Chhaganbhai Vadia,VALSAD,CPI(ML)L,1,5th Pass,1104125,0,1104125
2941,4388,Laxmi,FIROZABAD,Bhartiya Shakti Chetna Party,0,Graduate,710078,20000,690078
2942,4393,Laxmi Narayan,FIROZABAD,Rashtriya Janwadi Party (Krantikari),0,Graduate,2658630,1571154,1087476
2943,3001,Laxmi Narayan Yadav,SAGAR,BJP,1,Post Graduate,23962099,956348,23005751
2944,5108,Laxmikant,KARAULI-DHOLPUR,IND,0,Graduate,51000,0,51000
2945,2454,Laxmilal Gameti,UDAIPUR,Socialist Party (India),0,Literate,255700,0,255700
2946,1583,Laxminarayan Dehariya,BALAGHAT,Bahujan Mukti Party,1,12th Pass,1710000,0,1710000
2947,7950,Laxminarayana Borra,MAHABUBABAD,IND,0,5th Pass,10000,0,10000
2948,5507,Lekhraj,DHAURAHRA,AITC,0,Graduate,335000,0,335000
2949,7485,Lenin M,SIVAGANGA,IND,0,12th Pass,148120,0,148120
2950,6219,Lenkala Prabhakar Reddy,KARIMNAGAR,Pyramid Party of India,0,Graduate,60000,0,60000
2951,1137,Lily Prema Kujur,SUNDARGARH,Bahujan Mukti Party,0,12th Pass,161000,0,161000
2952,4532,Lingala Ravi Kumar,KHAMMAM,IND,0,10th Pass,650000,0,650000
2953,7566,Lingam.P,TENKASI,CPI,1,Graduate,1407450,341191,1066259
2954,786,Lingaraj Pradhan,BARGARH,AAP,0,Post Graduate,2470000,0,2470000
2955,1174,Lingaraj Sabara@Gomango,KORAPUT,IND,0,Post Graduate,5462041,1123000,4339041
2956,3910,Lodhi Seema Kaushik,RAJNANDGAON,SP,0,8th Pass,10720000,1240000,9480000
2957,6928,Loganathan,CHENNAI SOUTH,IND,0,5th Pass,205500,0,205500
2958,5453,Loganathan P,TIRUVANNAMALAI,IND,0,10th Pass,180000,0,180000
2959,1436,Lokhande Ganesh Haibatrao,RAMTEK,IND,0,Graduate Professional,548000,600,547400
2960,3405,Lokhande Sadashiv Kisan,SHIRDI,SHS,1,10th Pass,38294539,1497168,36797371
2961,3995,Loknath Mahto,HAZARIBAGH,AJSUP,1,12th Pass,23139387,236074,22903313
2962,3095,Lotan Singh,BAREILLY,IND,5,10th Pass,1470000,0,1470000
2963,7720,Love Kishor,JALANDHAR,IND,0,Literate,48450,0,48450
2964,1710,Lt Col Sp Singh,GAUTAM BUDHHA NAGAR,Nav Bharat Democratic Party,0,Graduate,17777227,0,17777227
2965,7894,Lubna Sarwath,HYDERABAD,AAP,0,Doctorate,65500,0,65500
2966,1325,Lukman Khan,NEW DELHI,IND,2,5th Pass,3786699,0,3786699
2967,961,M .K Raghavan,KOZHIKODE,INC,0,Graduate,6164901,1558128,4606773
2968,7897,M A Habeeb,HYDERABAD,IND,1,10th Pass,141000,0,141000
2969,3831,M Ahamed Shahjahan,SALEM,IND,0,Post Graduate,4100000,0,4100000
2970,1889,M B Rajesh,PALAKKAD,CPI(M),11,Graduate Professional,4676316,700680,3975636
2971,3926,M C Mittal Jai Gurudeo Tatdhari,BHOPAL,IND,0,12th Pass,8070000,569170,7500830
2972,2234,M D Mainuddin Khan Alias Asfiya,UDUPI CHIKMAGALUR,IND,0,8th Pass,163000,0,163000
2973,724,M G Purushothaman,CHALAKUDY,BSP,0,Others,296000,78000,218000
2974,960,M I Shanavas,WAYANAD,INC,0,Post Graduate,27122055,7711000,19411055
2975,1009,M Khamchinpau Zou,OUTER MANIPUR,AAP,0,Post Graduate,1010616,0,1010616
2976,330,M M Paulose,ALAPPUZHA,IND,0,10th Pass,7322508,0,7322508
2977,1867,M Raghavan,KOZHIKODE,IND,0,10th Pass,20493829,0,20493829
2978,1206,M Shivanna,CHAMARAJANAGAR,JD(S),3,Graduate Professional,31402152,7852000,23550152
2979,402,M Veerappa Moily,CHIKKBALLAPUR,INC,0,Graduate Professional,137366682,39433827,97932855
2980,7487,M Venkatesan,MADURAI,IND,0,Post Graduate,2213164,620397,1592767
2981,6932,M. Arumugam,CHENNAI SOUTH,IND,0,8th Pass,374000,0,374000
2982,2489,M. Baby,KOLLAM,IND,0,10th Pass,1871596,0,1871596
2983,5572,M. Chittibabu,PONDICHERRY,IND,0,Graduate,7745000,0,7745000
2984,5862,M. Javed A. Wahab,JALNA,IND,0,12th Pass,10510000,0,10510000
2985,6950,M. Jayaraman,CHENNAI SOUTH,IND,0,Graduate,634836,0,634836
2986,4344,M. Karunakaran,TIRUCHIRAPPALLI,Lok Satta Party,0,Post Graduate,7319600,0,7319600
2987,2591,M. Kumbhaiah,CHITRADURGA,JD(U),0,Graduate Professional,38291000,4950000,33341000
2988,5584,M. Marie Uthriyanathan,PONDICHERRY,Samata Party,3,8th Pass,454250,478409,0
2989,6859,M. Mohamed Rasik,CHENNAI CENTRAL,IND,0,Graduate,100000,0,100000
2990,6855,M. Murugan,CHENNAI CENTRAL,IND,0,Graduate Professional,954117,0,954117
2991,1916,M. N. Kutty,THRISSUR,IND,0,10th Pass,4251600,120000,4131600
2992,6854,M. Prabakaran,CHENNAI CENTRAL,IND,0,10th Pass,6366720,215000,6151720
2993,4063,M. Ramadass,PONDICHERRY,IND,0,Doctorate,8094600,604861,7489739
2994,666,M. Shahid,MEERUT,BSP,0,5th Pass,1989984945,103807610,1886177335
2995,3830,M. Venkatesan,VILUPPURAM,CPI(ML)L,0,Graduate,781450,32500,748950
2996,337,M.A. Baby,KOLLAM,CPI(M),2,Graduate,6430619,625000,5805619
2997,6434,M.Anjan Kumar Yadav,SECUNDERABAD,INC,0,Graduate,18630800,2835000,15795800
2998,4044,M.Badhusha,TIRUCHIRAPPALLI,IND,0,Literate,815000,0,815000
2999,3958,M.Chandrakasi,CHIDAMBARAM,AIADMK,0,Graduate,7243646,2020472,5223174
3000,6299,M.Durairaj,ARANI,IND,0,Post Graduate,350000,0,350000
3001,4332,M.Gopalakrishnan,MADURAI,IND,6,10th Pass,3798200,1040000,2758200
3002,6289,M.K.Vishnu Prasad,ARANI,INC,1,Graduate Professional,110571761,23691877,86879884
3003,4328,M.Kamacis,MADURAI,AAP,0,Graduate Professional,4494623,966227,3528396
3004,5477,M.Kathirvel,VILUPPURAM,IND,0,5th Pass,1501500,0,1501500
3005,1043,M.Lalmanzuala,MIZORAM,AAP,0,Graduate,63800000,0,63800000
3006,4849,M.M. Abdul Bari,MURSHIDABAD,IUML,0,Others,444293,0,444293
3007,1203,M.Mahesh Alias Harsha,HASSAN,IND,0,10th Pass,37777,0,37777
3008,7490,M.Meenakshisundaram,MADURAI,IND,0,Post Graduate,4235311,80000,4155311
3009,4331,M.Mohammed Ali,MADURAI,Samata Party,0,5th Pass,245086,0,245086
3010,3951,M.Mohandass,TIRUCHIRAPPALLI,IND,0,Graduate,21687000,2745000,18942000
3011,3790,M.Muniyappa,KOLAR,IND,0,8th Pass,2060000,0,2060000
3012,6302,M.Munusamy,ARANI,IND,0,8th Pass,296000,0,296000
3013,7878,M.Nageswara Rao,MALKAJGIRI,IND,0,Post Graduate,6469266,0,6469266
3014,125,M.P. Sayed Mohammaed Koya,LAKSHADWEEP,BJP,0,Graduate,14073985,0,14073985
3015,6370,M.P.Mannan,KALLAKURICHI,IND,0,Post Graduate,567061,0,567061
3016,2519,M.P.Munawer Shariff,BANGALORE RURAL,IND,0,Others,25000,0,25000
3017,4306,M.Palanisamy,TIRUPPUR,IND,0,10th Pass,7050442,1000000,6050442
3018,3966,M.Pushparayan,THOOTHUKKUDI,AAP,380,Literate,8775806,0,8775806
3019,7435,M.Rajendran,TIRUPPUR,IND,0,12th Pass,300000,0,300000
3020,2227,M.S. Mainuddin,SHIMOGA,IND,0,10th Pass,160000,0,160000
3021,3793,M.S.Narayanaswamy,KOLAR,IND,0,10th Pass,1000,0,1000
3022,3837,M.Saravanan,SIVAGANGA,IND,0,12th Pass,3870000,0,3870000
3023,7537,M.Satheesh,VIRUDHUNAGAR,IND,0,Graduate,206911,0,206911
3024,7419,M.Senthilnathan,TIRUPPUR,DMK,0,Post Graduate,203278896,127959469,75319427
3025,958,M.T. Ramesh,PATHANAMTHITTA,BJP,0,Graduate,1039808,0,1039808
3026,7885,M.T.Varughese,MALKAJGIRI,IND,0,8th Pass,11230422,303440,10926982
3027,5476,M.Umashankar,VILUPPURAM,IND,0,Literate,30000,0,30000
3028,4059,M.V. Omalingam,PONDICHERRY,AIADMK,0,Others,26412176,21600000,4812176
3029,5336,Maadam Poonamben Hematbhai,JAMNAGAR,BJP,0,Graduate,174372249,62824615,111547634
3030,2134,Machendar,BIDAR,IND,0,Post Graduate,11000000,550000,10450000
3031,1058,Machindra Kadapure,CHIKKODI,BSP,0,Illiterate,101000,0,101000
3032,5329,Madam Vikrambhai Arjanbhai,JAMNAGAR,INC,0,Graduate,25946450,1816432,24130018
3033,7823,Madan Bhatti,SANGRUR,BSP,0,10th Pass,6166306,326000,5840306
3034,3071,Madan Lal,BADAUN,National Party,0,10th Pass,1447000,0,1447000
3035,5403,Madan Lal Sahu,RAIPUR,CPI(ML) Red Star,0,Graduate,2176006,460586,1715420
3036,575,Madan Lal Sharma,JAMMU,INC,0,10th Pass,18843802,384929,18458873
3037,4704,Madan Mohan Ram,DHANBAD,BSP,6,10th Pass,672000,0,672000
3038,2951,Madan Mohan Singh Tomar,GWALIOR,Bhartiya Jan Yug Party,0,12th Pass,4795500,8704,4786796
3039,4098,Madhab Rajbangshi,MANGALDOI,AGP,0,Graduate Professional,6779962,5480000,1299962
3040,3218,Madhaba Sardar,KEONJHAR,INC,0,Post Graduate,1757015,99665,1657350
3041,7551,"Madhavan, P.",VIRUDHUNAGAR,IND,0,5th Pass,2105703,0,2105703
3042,7466,Madhavan.T,THANJAVUR,IND,0,Not Given,441000,106842,334158
3043,7387,"Madhavaraj, K.V. Thiru.",SRIPERUMBUDUR,IND,1,12th Pass,95307,2225,93082
3044,7296,Madhu Nirupaben Natvarlal,BANASKANTHA,IND,0,Graduate Professional,254630,0,254630
3045,3709,"Madhu Sudan Yadav,",BHUBANESWAR,BSP,0,Graduate,2050000,1440,2048560
3046,2264,Madhu Sudhan Das,SILCHAR,IND,0,12th Pass,72053,0,72053
3047,6499,Madhu Yaskhi Goud,NIZAMABAD,INC,0,Post Graduate,301357021,5098943,296258078
3048,3863,Madhukar Baburao Kambale,SANGLI,IND,0,8th Pass,742800,0,742800
3049,5098,Madhuri Pushker,BHARATPUR,IND,0,12th Pass,7863409,0,7863409
3050,5818,Madhusudan Bag,ARAMBAG,BJP,0,Post Graduate,5472260,1341710,4130550
3051,1816,Magadum Ismail Magadum,CHIKKODI,IND,1,10th Pass,2027500,600000,1427500
3052,7577,Magesh.S.,TENKASI,IND,0,Graduate,20000,0,20000
3053,498,Mahabal Mishra,WEST DELHI,INC,1,12th Pass,388226286,8691614,379534672
3054,36,Mahabali Singh,KARAKAT,JD(U),5,8th Pass,33437255,0,33437255
3055,2337,Mahabeer Prasad Kumawat,JHUNJHUNU,IND,0,10th Pass,1516293,0,1516293
3056,3383,Mahadeo Jagannath Jankar,BARAMATI,Rashtriya Samaj Paksha,0,Others,6874700,0,6874700
3057,2112,Mahadev Bhimsha,GULBARGA,BSP,1,Graduate,9222545,825000,8397545
3058,5245,Mahadev Kumar,BHAGALPUR,IND,1,10th Pass,2182100,185000,1997100
3059,2871,Mahadev Ravinath Pahan,KHUNTI,Rashtriya Deshaj Party,0,12th Pass,2137028,0,2137028
3060,3744,Mahadeva Swamy. B. M,BANGALORE SOUTH,Bharatiya Dr. B.R.Ambedkar Janta Party,0,12th Pass,812200,586200,226000
3061,3495,Mahadik Prahlad Dagadu,BARAMATI,IND,0,12th Pass,20105000,355000,19750000
3062,7535,Mahalingam,VIRUDHUNAGAR,Desiya Forward Bloc,0,5th Pass,2906722,810000,2096722
3063,3283,Mahameghabahan Aira Kharabela Swain,CUTTACK,Aama Odisha Party,0,Post Graduate,3225000,0,3225000
3064,5070,Mahant Chand Nath Yogi,ALWAR,BJP,0,Graduate,199653,0,199653
3065,3923,Mahant Gopal Das Baba Shahab,BHOPAL,IND,0,Literate,108000,0,108000
3066,4915,Maharaj Singh Dhangar,AGRA,SP,0,5th Pass,25798815,1095365,24703450
3067,5056,Maharam Singh,MATHURA,Bahujan Mukti Party,0,Post Graduate,24535,0,24535
3068,1576,Mahatalal Barkade,MANDLA,National Peoples Party,0,8th Pass,208000,0,208000
3069,1560,Mahaveer Parshad Manjhi,SHAHDOL,IND,0,8th Pass,4568000,0,4568000
3070,2069,Mahavir Singh,BHIWANI-MAHENDRAGARH,IND,0,12th Pass,130100,0,130100
3071,3969,Mahboob Alam Ansari,BANKA,Bharatiya Momin Front,0,Post Graduate,8071913,0,8071913
3072,5218,Mahemood Bhaijaan,DHULE,Awami Vikas Party,0,Graduate Professional,964000,235000,729000
3073,2086,Mahender Jat,GURGAON,IND,0,Graduate Professional,10206000,400000,9806000
3074,2794,Mahendra Gawade,KANKER,IND,0,12th Pass,306413,0,306413
3075,3435,Mahendra K. Choudhary,JALORE,IND,0,12th Pass,26113500,0,26113500
3076,3998,Mahendra Kishor Mehta,HAZARIBAGH,IND,0,10th Pass,1035500,0,1035500
3077,2405,Mahendra Kumar,KOTA,IND,0,10th Pass,259127,0,259127
3078,2940,Mahendra Kumar,GUNA,IND,1,Graduate,1760000,320000,1440000
3079,6723,Mahendra Kumar,MOHANLALGANJ,Awami Samta Party,0,12th Pass,114000,0,114000
3080,4223,Mahendra Kumar,BHARATPUR,BSP,0,10th Pass,21762465,1275000,20487465
3081,3006,Mahendra Kumar Choudhary,SAGAR,Bahujan Mukti Party,0,Post Graduate,146079,0,146079
3082,1788,Mahendra Kumar Roy,JALPAIGURI,CPI(M),0,Graduate,10695976,0,10695976
3083,4737,Mahendra Murmu,GODDA,Jharkhand Vikas Dal,0,Post Graduate,1658000,0,1658000
3084,483,Mahendra Oraon,LOHARDAGA,IND,0,12th Pass,2180000,20000,2160000
3085,1795,Mahendra Prasad Lama,DARJEELING,IND,0,Doctorate,34438296,3900024,30538272
3086,2919,Mahendra Pratap Singh,DAMOH,INC,0,Post Graduate,28167705,100395,28067310
3087,1251,Mahendra Ravidas,KODARMA,Bahujan Mukti Party,0,Graduate,889868,133210,756658
3088,5932,Mahendra Tulshiram Bhingardive,MUMBAI SOUTH CENTRAL,IND,0,Graduate,12615000,618747,11996253
3089,7056,"Mahendran, T.",KARUR,IND,0,12th Pass,584794,0,584794
3090,6895,Mahendran. K.P.P.,CHENNAI NORTH,IND,0,10th Pass,481953,0,481953
3091,7148,Mahendran. M,POLLACHI,IND,0,Literate,13000,9000,4000
3092,7137,Mahendran.C,POLLACHI,AIADMK,0,Post Graduate,231430367,18128825,213301542
3093,3078,Mahendrapal,BADAUN,Bhartiya Shakti Chetna Party,0,10th Pass,4300000,0,4300000
3094,3048,Mahesh,AMROHA,RPI(A),0,12th Pass,340000,0,340000
3095,1718,Mahesh,GAUTAM BUDHHA NAGAR,IND,0,Graduate Professional,3101000,0,3101000
3096,5492,Mahesh,BARABANKI,IND,0,Post Graduate,4430000,0,4430000
3097,3722,Mahesh Basappa Nandihal,BAGALKOT,Karunaadu Party,1,Graduate,2340300,434000,1906300
3098,3469,Mahesh Bhandari,PALI,AAP,0,Post Graduate,176779000,14241000,162538000
3099,2965,Mahesh Chandra,KHAJURAHO,Rashtriya Samanta Dal,0,Others,3472884,0,3472884
3100,98,Mahesh Chandra Mohanty,ASKA,BJP,0,Graduate,2702481,1021000,1681481
3101,769,Mahesh Dubey,CHHINDWARA,AAP,0,Graduate,500000,0,500000
3102,67,Mahesh Giri,EAST DELHI,BJP,1,10th Pass,5216375,400000,4816375
3103,4137,Mahesh Harpaal,RAIPUR,Shakti Sena (Bharat Desh),0,10th Pass,500000,0,500000
3104,7254,Mahesh Jaysing Pawara,NANDURBAR,IND,0,Graduate,300000,0,300000
3105,2375,Mahesh Joshi,JAIPUR,INC,0,Doctorate,29252918,4781745,24471173
3106,5778,Mahesh Kumar,MOHANLALGANJ,IND,1,Illiterate,788930,0,788930
3107,2407,Mahesh Kumar Raniwal,KOTA,AARAKSHAN VIRODHI PARTY,0,8th Pass,281100,0,281100
3108,4107,Mahesh Mandal,KATIHAR,Bahujan Mukti Party,3,Doctorate,1821376,0,1821376
3109,2735,Mahesh Paswan,NALANDA,Bharat Bhrashtachar Mitao Party,1,Graduate,1930000,0,1930000
3110,5057,Mahesh Pratap Sharma,MATHURA,Rashtriya Vikas Party,0,Graduate Professional,18881596,0,18881596
3111,60,Mahesh Sharma,GAUTAM BUDHHA NAGAR,BJP,0,Graduate Professional,473797545,40905738,432891807
3112,1232,Mahesh Singh Yadav,CHATRA,JD(U),0,Graduate,44079939,3281756,40798183
3113,5907,Mahesh Waman Manjrekar,MUMBAI NORTH WEST,MNS,0,12th Pass,58319993,25240470,33079523
3114,6247,Maheshwar Hazari,SAMASTIPUR,JD(U),0,Graduate,21464499,6941446,14523053
3115,1524,Mahgoo,SATNA,Dalit Vikas Party(Bharat),0,Graduate,3027000,0,3027000
3116,4566,Mahida Mahendrasinh Sahebsinh,ANAND,SP,0,12th Pass,4085000,0,4085000
3117,2202,Mahima J Patel,DAVANAGERE,JD(S),0,Graduate Professional,29683292,1245000,28438292
3118,442,Mahinder Pal,KARNAL,IND,0,5th Pass,8401000,8000000,401000
3119,7696,Mahinder Singh Hamira,KHADOOR SAHIB,IND,1,5th Pass,2525000,0,2525000
3120,7633,Mahmad Azam Haiderkhan Pathan,MAHESANA,IND,1,8th Pass,2522354,0,2522354
3121,7831,Mahmood Ahmed Thind,SANGRUR,IUML,0,Graduate Professional,2930897,400000,2530897
3122,2037,Mahmood Hassan,KARNAL,IND,0,8th Pass,1622345,640000,982345
3123,6397,Mahmood Mohiuddin,ZAHIRABAD,Yuvajana Sramika Rythu Congress Party,1,8th Pass,40351658,11150000,29201658
3124,6577,Majethiya Samratbhai Jerambhai,SURENDRANAGAR,Hindustan Janta Party,0,Literate,2758000,0,2758000
3125,7808,Makhan Lal,BATHINDA,Bahujan Samaj Party (Ambedkar),0,8th Pass,91000,0,91000
3126,4243,Makkhan,TONK-SAWAI MADHOPUR,IND,9,10th Pass,45453872,12102619,33351253
3127,6775,Makkhan Sah,KHAGARIA,Samajwadi Janata Party (Rashtriya),0,Graduate,6470304,0,6470304
3128,5970,Maksud Iliyas Khan,NASHIK,IND,1,10th Pass,134285,530000,0
3129,7634,Maksud Mirza,NAVSARI,INC,0,10th Pass,570000,0,570000
3130,5290,Makwana Ishwarbahi Dhanabhai,AHMEDABAD WEST,INC,1,Graduate,9355477,550000,8805477
3131,6579,Makwana Ukabhai Amrabhai,SURENDRANAGAR,IND,0,Graduate Professional,690000,0,690000
3132,7649,Makwana Vasharambhai Karshanbhai,SURENDRANAGAR,IND,0,Post Graduate,129000,0,129000
3133,6649,Mala Devi,DHAURAHRA,VANCHITSAMAJ INSAAF PARTY,0,12th Pass,597500,0,597500
3134,2160,Malagi Shivakumar Giriyappa,BELLARY,AAP,0,Post Graduate,8580500,0,8580500
3135,2471,Malam Singh,BARMER,BSP,0,Post Graduate,1752238,530000,1222238
3136,6437,Malathi Latha Eppa,SECUNDERABAD,Jantantra Party,0,Post Graduate,4227860,2423000,1804860
3137,4613,Malek Sabirhusen Ismaelbhai,KHEDA,IND,0,8th Pass,75000,0,75000
3138,4617,Malek Sadikhusen Mahmadhusen,KHEDA,IND,0,8th Pass,165000,0,165000
3139,7627,Malek Yakubmiya Nabimiya,KHEDA,IND,0,10th Pass,1038000,0,1038000
3140,5824,Mali Sharad Sahebrao,DINDORI,BSP,0,12th Pass,210000,0,210000
3141,6495,Malik Mohtasim Ali Khan,NIZAMABAD,Welfare Party Of India,0,Post Graduate,1975000,0,1975000
3142,2790,Malik Ram Thakur,KANKER,Ambedkarite Party of India,0,10th Pass,2397500,805000,1592500
3143,4977,Malikhan Singh,FARRUKHABAD,IND,0,Graduate Professional,1322500,0,1322500
3144,1568,Malkhan Patel,JABALPUR,IND,0,Not Given,1738000,0,1738000
3145,7697,Mallesh Yadav Barla,KARIMNAGAR,IND,0,Graduate,1020000,120000,900000
3146,2517,Mallesha,BANGALORE RURAL,IND,0,12th Pass,407000,500000,0
3147,358,Mallikarjun Kharge,GULBARGA,INC,0,Graduate Professional,102220880,7410154,94810726
3148,1763,Malook Nagar,BIJNOR,BSP,0,Graduate,2896200000,33733000,2862467000
3149,441,Mam Chand,KARNAL,CPI,0,Illiterate,37120000,2100000,35020000
3150,7352,Mamad Haji Bolim,JAMNAGAR,IND,1,Literate,440000,0,440000
3151,7518,Mamallan Tha. Kanagamuthu,THENI,IND,0,Doctorate,8341084,0,8341084
3152,4772,Mamata Bhati,INDORE,Rashtriya Ahinsa Manch,0,8th Pass,251000,0,251000
3153,3237,Mamata Kundu,BALASORE,AAP,0,Graduate,15105000,4500000,10605000
3154,7549,"Mammathan, M.",VIRUDHUNAGAR,IND,0,8th Pass,607100,89100,518000
3155,4228,Mamraj,BHARATPUR,IND,0,10th Pass,2274195,505006,1769189
3156,387,Mamta Kumari,GAYA,SP,0,12th Pass,4195976,5454,4190522
3157,435,Mamta Rani,HISAR,"Rashtrawadi Parivartan Party (L.B,)",0,8th Pass,3922079,138000,3784079
3158,6016,Mamtaz Sanghamita,BARDHAMAN-DURGAPUR,AITC,0,Post Graduate,107680000,0,107680000
3159,142,Mamun Imdadul Haque Chawdhury,LAKHIMPUR,AIUDF,0,Post Graduate,567483,0,567483
3160,2880,Man Singh Mardi,RANCHI,Jharkhand Party (Naren),0,12th Pass,40000,0,40000
3161,1566,Manak Lal Gontiya,JABALPUR,Ambedkarite Party of India,0,8th Pass,220000,0,220000
3162,2692,Mananjay Kumar,JAHANABAD,IND,0,Graduate,3527000,0,3527000
3163,3434,Manara Ram,JALORE,IND,0,Illiterate,35000,0,35000
3164,4830,Manas Chakraborty,BALURGHAT,CPI(ML) Red Star,0,10th Pass,30500,0,30500
3165,3313,Manas Kumar Behera,JAGATSINGHPUR,IND,0,Post Graduate,7105375,163500,6941875
3166,3352,Manas Ranjan Mishra,BHUBANESWAR,IND,0,Post Graduate,38090100,0,38090100
3167,6061,Manasa Sen,SREERAMPUR,Welfare Party Of India,0,Post Graduate,174000,0,174000
3168,3271,Manasi Swain,DHENKANAL,SUCI(C),3,Post Graduate,453116,950000,0
3169,468,Manbodh Baghel,BASTAR,BSP,0,Graduate Professional,1405000,0,1405000
3170,3633,Manchak Trimbakrao Karale,PUNE,IND,0,Literate,1575000,0,1575000
3171,7747,Mandeep Singh Bittu,ANANDPUR SAHIB,IND,0,Post Graduate,247000,0,247000
3172,2095,Mandheer Singh Maan,FARIDABAD,IND,0,10th Pass,40072745,0,40072745
3173,3506,Mane Arvind Bhiva,HATKANANGLE,IND,0,12th Pass,557300,400000,157300
3174,2990,Maneesh Kumar Rawat,MORENA,Jai Maha Bharath Party,0,Graduate Professional,511000,0,511000
3175,7044,"Maneeshankar, M.G.",KARUR,Rashtriya Samaj Paksha,0,Graduate Professional,50000,650000,0
3176,3154,Maneka Sanjay Gandhi,PILIBHIT,BJP,1,12th Pass,374132826,219202,373913624
3177,6725,Mangal Sain,RAE BARELI,IND,0,Not Given,30000,0,30000
3178,7787,Mangat Ram Manga,FARIDKOT,SHS,0,Not Given,160000,0,160000
3179,437,Mange Ram,HISAR,BSP,0,12th Pass,14755486,0,14755486
3180,419,Mange Ram,SIRSA,BSP,0,Graduate,6507759,0,6507759
3181,661,Mange Ram Kashyap,MUZAFFARNAGAR,Majdoor Kisan Union Party,0,Graduate Professional,2663000,0,2663000
3182,7242,Mangesh Madhukar Humne,MUMBAI NORTH WEST,Bahujan Mukti Party,0,Graduate Professional,4048000,0,4048000
3183,2435,Mangi Lal Solanki,CHITTORGARH,Bahujan Mukti Party,0,10th Pass,11050206,70800,10979406
3184,2474,Mangilal,BARMER,AAP,0,Post Graduate,11414442,556105,10858337
